"ko_id"	"mean_control"	"mean_stress"	"log2Fold_change"	"p_value"	"FDR"	"SCORE_neg_log10_p"	"Significance"
"K09749"	5.82990041830842	4.72121206917743	-1.10868834913099	0.560142232563159	0.640545704831843	0.251701681968493	"Not significant"
"K09774"	1.78692016561408	4.45830029783944	2.67138013222536	0.084410972041962	0.270925719198526	1.07360109854527	"Not significant"
"K09808"	1.90646622549488	4.7771162211368	2.87064999564193	0.0831482252670051	0.270925719198526	1.08014701601719	"Not significant"
"K09810"	11.5734263426887	10.4076908823635	-1.16573546032515	0.54325892579572	0.631988067424113	0.264993129449255	"Not significant"
"K09888"	4.95703996146454	2.70614767728809	-2.25089228417645	0.197719199379176	0.330850126961154	0.703951156788592	"Not significant"
"K10108"	0.524693444644203	3.19435861777146	2.66966517312726	0.0460349442765044	0.252536831478572	1.33691237820863	"p < 0.05 & |FC| > 1"
"K10109"	0.993880017373577	4.69268642976849	3.69880641239491	0.0174249047145271	0.252536831478572	1.75882958809757	"p < 0.05 & |FC| > 1"
"K10206"	15.1938299308544	17.4053511037254	2.21152117287096	0.116992755049005	0.28789393644412	0.931841031755213	"Not significant"
"K10536"	6.91769202695309	10.8036145644124	3.88592253745929	0.0521504905367422	0.252536831478572	1.28274160216749	"p < 0.1 & |FC| > 3"
"K10555"	4.89964065677517	8.41392816892523	3.51428751215006	0.0745623324703915	0.267359220715261	1.12748051477457	"p < 0.1 & |FC| > 3"
"K10559"	11.4111828390098	13.0677502656443	1.6565674266345	0.351759714564809	0.464498803804903	0.453753899796182	"Not significant"
"K10794"	12.4402954825322	10.9891726302943	-1.45112285223786	0.378207608704922	0.479444998913816	0.422269738353689	"Not significant"
"K10907"	10.4145588332715	13.3791050266849	2.96454619341337	0.11248176482529	0.283276160214032	0.948917878242883	"Not significant"
"K11069"	6.29869055396778	4.23554266846475	-2.06314788550303	0.276825365071267	0.397046666473645	0.557794118674154	"Not significant"
"K11085"	14.0785111125457	13.115830200436	-0.962680912109681	0.555493963263646	0.640416260904413	0.255320656319032	"Not significant"
"K11176"	7.51120343228377	11.1924861015971	3.68128266931337	0.0622340450350866	0.263194944126611	1.20597197019784	"p < 0.1 & |FC| > 3"
"K11329"	11.6209683916983	9.24501200232832	-2.37595638937002	0.189130046404419	0.324700472947643	0.723239470884931	"Not significant"
"K11645"	3.31416493064668	7.64076079492887	4.3265958642822	0.0249925503085384	0.252536831478572	1.60218942500949	"p < 0.05 & |FC| > 1"
"K11755"	2.44506878144403	5.19835892981707	2.75329014837304	0.110847369174267	0.283276160214032	0.955274609871613	"Not significant"
"K12251"	8.65290093668882	11.4903454995791	2.8374445628903	0.154337995512725	0.316465682144055	0.811527144512498	"Not significant"
"K12524"	14.8139783694535	17.4265944971696	2.61261612771608	0.0203483720258229	0.252536831478572	1.69147033083599	"p < 0.05 & |FC| > 1"
